DATE,SUP_EVAP,MHG_EVAP,ERI_EVAP,ONT_EVAP,SUP_PREC,MHG_PREC,ERI_PREC,ONT_PREC,SUP_RUNO,MHG_RUNO,ERI_RUNO,ONT_RUNO,SUP_NBS,MHG_NBS,ERI_NBS,ONT_NBS
1967-07-01,-5.2,4.9,65.8,34.7,55.2,44.8,69.2,49.8,41.8,47.8,26.6,89.2,102.2,87.7,29.9,104.3
1967-08-01,10.7,40.9,116.2,65.1,96.8,81.8,72.1,73.4,40.3,31.6,17.5,63.2,126.4,72.4,-26.5,71.5
1967-09-01,46.2,66.1,147,85.3,29.6,57.1,74,110.6,36.6,25.9,16.8,54.1,20,17,-56.2,79.4
1967-10-01,60.9,67.6,157.9,76.4,97.1,100.9,79.4,97.7,46.2,42.2,34.9,137.8,82.4,75.4,-43.6,159.2
1967-11-01,88.3,93.4,137.8,107,55.8,80.1,89.1,81.1,45.6,80,69,258.4,13,66.7,20.3,232.5
1967-12-01,96.1,85.1,65.3,90.8,48.5,73.6,89.2,62.6,36.4,78.1,147.2,196.1,-11.2,66.5,171.2,167.9
1968-01-01,91.7,55.9,33.6,84.6,34.7,46.6,88.5,76.9,33.4,54.5,91.6,117.6,-23.6,45.1,146.5,109.8
1968-02-01,77.4,51.9,25.8,73.4,39.4,55.6,24.8,39.1,30.7,73.9,130.5,162.2,-7.2,77.5,129.5,127.9
1968-03-01,30.5,19.9,12.5,26.5,53.3,27,49.3,49.9,47.7,74,122.4,263.6,70.5,81,159.1,287
1968-04-01,6.2,3.7,2.3,7.3,86.1,70.6,58.1,32.1,103.2,89.1,67.9,193.8,183.2,156,123.7,218.6
1968-05-01,1.8,0.8,11.6,0,71.2,73.7,104.4,101.1,74.9,59.9,84.9,115.3,144.3,132.8,177.7,216.4
1968-06-01,-4.5,-1.5,29.9,10,125.3,105.7,94,89.2,97.9,56,59.4,95.8,227.7,163.2,123.6,175.1
1968-07-01,-1.9,10.3,67.6,35.5,121.6,62.5,76.2,29.7,88.1,49.1,34.1,72.3,211.6,101.3,42.7,66.4
1968-08-01,19.4,38.3,105.1,62.9,87.7,93.2,86.3,88.6,59.3,34.7,26.9,39.5,127.7,89.5,8.2,65.2
1968-09-01,22.1,40.4,120.4,61.3,113.9,93.3,70.2,92.9,61.9,44.7,17.7,51.3,153.7,97.7,-32.4,82.8
1968-10-01,63.6,80.1,179.7,82.7,90.5,57.8,66,79.1,82.1,45.8,19.9,60.3,109.1,23.6,-93.9,56.7
1968-11-01,96.6,91.6,144.4,92.3,28.7,67.2,106.7,129.1,62.5,46.6,59.2,174.8,-5.4,22.3,21.5,211.6
1968-12-01,117.6,121.7,114.5,139,87.3,94.6,98.3,81.9,56.6,59.3,115.2,213.2,26.3,32.2,99,156.1
1969-01-01,87.1,60.8,32,94.1,91.5,76.3,77.2,78.8,53.6,63.4,166.7,185,57.9,79,211.9,169.7
1969-02-01,62.2,33.5,18.3,47.3,22.8,14.6,13.5,18.2,48.8,59.6,92.8,153.5,9.5,40.7,88,124.4
1969-03-01,65.3,36,21.4,51.1,16.4,35.9,39.8,43.8,53.4,70.5,67.4,187.8,4.6,70.4,85.7,180.5
1969-04-01,12.4,6,0.1,5.8,53.4,77.9,119,98.6,135.2,131.7,181.2,373.9,176.2,203.6,300.1,466.8
1969-05-01,2.9,1.1,10.8,-0.2,52.8,78.2,138.9,83.4,102.2,99.1,134.1,263,152.1,176.3,262.2,346.5
1969-06-01,-2.3,2.3,28,4,67.7,147.5,107.3,97.3,62.5,67.1,44.4,124.2,132.5,212.3,123.6,217.5
1969-07-01,0.7,6,52.4,26.9,49.2,75.9,138.1,72.8,53.5,62.9,86.7,67.9,102,132.8,172.3,113.8
1969-08-01,18.5,30.4,106.9,67.2,68.1,26.1,30.3,48.8,41.5,31.1,15.5,47.4,91.1,26.7,-61,29
1969-09-01,65.2,75.7,157,86.4,57,58.4,66.9,30,37.9,23.9,12.4,30.5,29.7,6.5,-77.7,-25.9
1969-10-01,72.2,87.6,190.3,93.4,85.5,129.3,61,59.2,45.4,40,15.8,40.7,58.6,81.7,-113.4,6.5
1969-11-01,86.3,85.9,134.6,76.2,36.5,66.2,95.7,98.6,45.2,63.2,63.5,102.1,-4.6,43.6,24.6,124.6
1969-12-01,121,107.6,97.2,120.5,51.4,43.5,64.2,81.6,41.4,50.5,47.1,129.6,-28.3,-13.6,14.2,90.7
1970-01-01,107.3,73.5,34.2,93.2,59.7,55.1,42.4,54,41.1,42.9,44.1,85.1,-6.6,24.5,52.3,45.9
1970-02-01,83.2,46.2,17,50.5,28,22.9,36.8,55.1,36.3,38.5,85.4,131.8,-18.8,15.1,105.2,136.4
1970-03-01,58.8,28.3,12.4,36.7,27.1,48.5,53.1,47.8,38.2,54.5,114.5,184.8,6.4,74.8,155.2,196
1970-04-01,19.1,9.6,1.8,13,55.3,67.3,74.6,71.9,74.5,102,141.8,346.7,110.7,159.7,214.6,405.6
1970-05-01,2.7,-1,0.9,-1.5,128.3,84.9,74.1,74.4,118,80.7,73.3,147.7,243.6,166.5,146.5,223.7
1970-06-01,-2.5,-1.2,30.9,12,52.7,60.6,82.4,81.9,72.9,87.2,33.6,63.3,128.2,149,85,133.1
1970-07-01,-2.8,2.4,44.5,20.3,101.9,113.9,108.1,92.5,50.3,52.2,27.6,67.7,155.1,163.7,91.2,139.9
1970-08-01,22.7,35.8,104.3,63.4,31.6,40.2,38.3,65.6,39.2,33.5,15.3,37.4,48.1,38,-50.7,39.6
1970-09-01,43.5,60.9,118,63.6,108.4,155.7,115.7,78.2,42.7,35.8,21.5,50.1,107.5,130.6,19.3,64.7
1970-10-01,48.7,54,140.3,62.8,108.2,76.1,89.5,100.6,56.6,52.1,35,99,116.2,74.2,-15.8,136.8
1970-11-01,88.2,100.8,161.7,77.2,74.2,63.7,96.3,86.5,70.3,70.6,67.6,165,56.4,33.5,2.1,174.2
1970-12-01,113,108.1,111.5,112.4,56.4,69.4,63,90.2,56,70.5,80.5,179,-0.7,31.9,32,156.8
1971-01-01,116.9,80.5,50.8,125,69.8,74.3,36.1,50.6,44.1,46.9,34.3,118.5,-3,40.8,19.5,44
1971-02-01,67,32.3,14.3,37.7,63.8,71.9,79.1,114.7,38.7,54.7,153.2,109.1,35.5,94.3,218,186.1
1971-03-01,55.9,25.8,16.8,47.9,50.2,54.9,41.3,58.1,48.6,97.8,125.4,272.8,42.8,126.9,149.9,283
1971-04-01,17.9,7.5,5.7,20.6,30.8,35.6,34.9,36.5,125.6,147.1,68.9,426.3,138.4,175.2,98.1,442.2
1971-05-01,1.6,-1,6.6,0.8,97.3,61.8,59.3,41.6,124.5,87,53,250.3,220.3,149.7,105.7,291
1971-06-01,-4.4,-5,12.8,1.4,83.9,66.3,66.4,84.2,79.5,49,33.2,61.3,167.7,120.3,86.8,144.1
1971-07-01,12.5,10,84.4,51.4,74.4,82.5,64.7,82.7,45.4,28.2,13.8,50,107.2,100.7,-5.9,81.2
1971-08-01,27.8,27.2,100.2,67.7,54.3,74,63.9,91.7,36.6,24.4,9.3,42.8,63,71.2,-27,66.8
1971-09-01,37.7,39.2,101.3,51.5,76.6,60.3,67.5,55.5,31.6,23.4,12,50.5,70.6,44.5,-21.7,54.5
1971-10-01,49.6,42.6,109.5,47.3,106.1,43,50.9,49.4,56.7,30.3,12.5,43.8,113.3,30.6,-46,45.8
1971-11-01,105.4,104.2,202.2,106.9,77.7,65.9,66.7,59,76.2,34.4,17.5,57.8,48.4,-3.9,-118,9.9
1971-12-01,109.8,95.4,95.1,94.2,63.4,112.8,103,91.3,53.3,59.8,75.2,145.9,6.9,77.2,83.1,143
1972-01-01,129.9,87.9,69.2,121,82.1,49.3,46.9,55.2,42.6,50.1,60.1,145.1,-5.2,11.5,37.8,79.3
1972-02-01,80.3,39.7,25.2,66.2,47.2,48,51.6,87.3,38.2,40.2,33.9,93.7,5.1,48.6,60.3,114.8
1972-03-01,63.8,31.5,19.5,48.2,66,66.8,91.2,81,41.8,70.2,169.3,248.8,43.9,105.5,241.1,281.6
1972-04-01,26,13.4,8.7,24.7,38,56.1,87.5,67.7,79.5,130,172.7,433.8,91.5,172.6,251.4,476.9
1972-05-01,-0.3,-2,2.4,-1.4,52,50.4,85.9,85.8,136.2,119,64.4,296,188.5,171.4,147.9,383.2
1972-06-01,-1.7,-0.6,36.6,7.7,65.3,76.7,116.9,114.4,55.4,44.1,61.8,212.7,122.4,121.3,142.1,319.4
1972-07-01,2.3,1.6,44.4,31,109.7,96.2,70.2,67.8,50.9,35,43.3,220.5,158.3,129.6,69.1,257.3
1972-08-01,16.6,23.8,81.2,51.2,115.2,130,87.8,90.4,64.6,44,21.1,88.1,163.1,150.2,27.7,127.3
1972-09-01,59.4,56.6,133.4,62.8,90.1,100.8,125.1,75.9,52.5,53.4,57.2,46.3,83.2,97.6,49,59.5
1972-10-01,88.6,90.2,186.3,98.1,37.6,67.3,63.6,81.4,53,56.4,52.4,81.6,2.1,33.5,-70.4,65
1972-11-01,72.5,71.2,119.3,74.5,53.6,50.2,108.7,106.5,50.7,65.5,157.4,223.9,31.7,44.5,146.8,255.8
1972-12-01,121,80.4,79.6,76.8,72.3,102.6,89.3,104.7,34.6,61.3,143.2,279,-14.1,83.5,152.9,306.9
1973-01-01,93,46.7,49.7,104.7,44.8,42.7,41.8,44.9,34.4,97.3,89.6,260.9,-13.8,93.3,81.6,201.1
1973-02-01,73.5,34.6,34.3,56.2,31.5,34.9,43.5,51,28.9,57.8,62.1,191.2,-13,58.1,71.3,186
1973-03-01,22.2,6.3,6.1,14.9,51.9,65.1,119.1,93.6,59.5,139.8,247.1,386.2,89.2,198.6,360.1,464.8
1973-04-01,23.3,6.7,13.8,16.3,46.2,70.2,70.3,109.7,81.3,119,111.6,317.3,104.1,182.4,168,410.7
1973-05-01,5.7,-1.8,21.2,0.3,107.4,120.3,95,91.5,102.9,117.8,84,188.9,204.7,239.9,157.8,280.1
1973-06-01,-4.5,-6.2,24,2.5,89.8,85.3,121.6,61.7,54.9,71.3,91.1,108.5,149.2,162.8,188.7,167.7
1973-07-01,1.1,-1.7,70.7,34.8,91.2,72.7,73.9,42.7,44.9,41.3,41.1,48.4,135,115.6,44.4,56.3
1973-08-01,7.9,8.7,92.2,46.9,100.5,76,55.8,35,44.6,41.6,22.9,41.5,137.2,109,-13.5,29.6
1973-09-01,65.3,59.8,175.8,101.5,79.5,64.5,45.2,57.4,41,28.7,10.3,40.6,55.2,33.4,-120.3,-3.5
1973-10-01,54.3,48.5,160.6,66.5,46.3,83.5,93.5,98.4,51,35.3,16.1,50.7,43,70.3,-50.9,82.6
1973-11-01,109,92,153.9,93.6,58.6,65.4,84.7,98.3,45.4,50.4,50.1,115.6,-5,23.8,-19.2,120.3
1973-12-01,116.1,108.7,107.8,110.8,58.8,73,89.2,116.1,37.6,61.2,92.9,220.6,-19.7,25.5,74.3,225.9
1974-01-01,102.5,58.2,28.3,86.6,59,80.7,70.8,67.9,30.6,69.1,176.4,218.7,-13,91.6,218.9,200.1
1974-02-01,69.3,45.8,35.2,58.4,36,48,59.6,46.5,27.4,60.3,94.2,159.7,-5.9,62.5,118.5,147.9
1974-03-01,58.9,31.6,21.6,51.2,29.5,52.1,100.6,72.2,30.5,108.3,193.1,241.4,1.1,128.8,272.1,262.5
1974-04-01,15.3,6.5,6.2,11.6,67.5,85.2,86.3,67.6,81.7,132.2,135.4,370.3,133.9,210.8,215.5,426.3
1974-05-01,4.8,-0.3,18.8,0.9,70.4,86.2,109.3,110.5,111.5,108.4,105.6,262.6,177.2,194.8,196.1,372.1
1974-06-01,-4.2,-3.8,35.6,0.9,93.7,100,103.2,87.8,86.5,69,32.5,92.9,184.5,172.8,100.2,179.8
1974-07-01,-4.8,2.1,68.7,25.2,76.2,70.6,49.9,65.7,51,39.4,21.5,74.9,132,107.9,2.7,115.4
1974-08-01,11.1,22.1,96.3,43.5,95.2,73.4,57.7,54,46.9,30.9,13.8,56.1,131,82.3,-24.7,66.6
1974-09-01,56.4,69.3,166.7,92,72.7,79.1,68.5,73.8,43,27.8,12.9,52.6,59.4,37.5,-85.3,34.4
1974-10-01,56.8,63.9,158.1,86.3,58.9,60,37.3,43.6,51.9,35.1,13.3,62.8,54,31.3,-107.5,20.1
1974-11-01,77.6,72.2,123,71.4,77.3,62.5,122.1,86,56.1,59.3,53.2,142.9,55.8,49.7,52.3,157.4
1974-12-01,89.1,84.3,78.8,79.7,36.5,48.4,78.5,78.7,42.1,53,88.7,191.6,-10.4,17.1,88.5,190.6
1975-01-01,102,75.5,38,90.8,106,82.6,87,63.2,41.9,64.8,124.9,184.5,45.9,71.9,173.9,156.8
1975-02-01,60.7,39.6,30.6,46.4,47.4,56.8,79.4,69.7,35,52.6,142.1,169.5,21.6,69.8,190.9,192.9
1975-03-01,62.4,41.7,28,56.4,52.8,58,80,90.9,38.1,83.1,133.6,287.7,28.5,99.4,185.6,322.1
1975-04-01,27.3,20.5,19.7,25.9,38.9,65.9,52.5,55.3,87.6,126.7,84.4,294,99.1,172.1,117.1,323.5
1975-05-01,-1.8,-3.6,-0.6,-3.3,53.9,67.1,61.4,65.9,113.7,105.2,62.5,162.4,169.4,175.8,124.4,231.6
1975-06-01,-4.9,-6,19.6,1.3,111.8,93.5,107.1,102.9,66.8,61.7,67.6,85,183.5,161.1,155.1,186.5
1975-07-01,-3.8,4.6,78.1,39.1,49.5,76.2,59.3,61.1,40.5,33.4,19.1,42.9,93.8,105,0.3,64.9
1975-08-01,13.4,26.7,103.4,68.3,50.3,129.1,196.6,78.9,27,32.3,34.9,36.1,63.9,134.8,128.1,46.7
1975-09-01,54.6,61.7,171.2,68.8,81.2,70.5,91.4,113.1,29.5,50.2,54.6,98.7,56.2,59,-25.2,143
1975-10-01,58.9,57.4,155.5,64,47.3,30.3,44.5,48.6,30.4,30.6,27.3,131.3,18.8,3.5,-83.7,116
1975-11-01,79.1,68.2,120.5,63.1,107.8,87.2,67.4,62.6,41.2,41.7,31.4,129,69.9,60.7,-21.7,128.5
1975-12-01,113.3,109,108.4,123.6,57.4,56.9,107.5,96.3,38.7,80.2,101.4,169.1,-17.2,28.1,100.6,141.8
1976-01-01,109.7,98,48.3,125.5,81.6,69.7,79.6,74.4,31.9,51.7,88.3,134.6,3.8,23.5,119.6,83.6
1976-02-01,56.4,30,10.8,40,55.1,56.6,89.7,57.5,30,80.4,259.4,291.3,28.7,106.9,338.3,308.8
1976-03-01,55.6,29.2,11.6,42.3,106.4,119.9,123.2,111.6,46.4,153.8,189.9,465.1,97.2,244.5,301.4,534.4
1976-04-01,11.2,10,13.3,11.2,40,52.6,65,96.8,146.9,153.5,66.8,335,175.8,196.1,118.5,420.7
1976-05-01,6.1,1.7,25.9,7.2,28.3,86.1,81.7,106.1,76.3,104.4,57.8,273.9,98.5,188.8,113.6,372.7
1976-06-01,-3.9,-1.6,22.6,9.4,86.5,66.3,95.2,107.3,44.7,45.6,25.8,125.6,135.2,113.4,98.3,223.6
1976-07-01,-0.6,10.3,70.7,48.7,50.8,62.5,111.2,93.4,31.8,34.8,37.8,107.6,83.2,87,78.4,152.3
1976-08-01,22.5,38.9,120.2,65.9,26.3,42.3,62.4,59,25.2,23.3,19.5,91.4,29.1,26.8,-38.3,84.5
1976-09-01,68.2,69.5,163.5,69.5,34.7,55,118.1,74,21.6,20.6,20.5,71.5,-11.9,6.2,-24.9,76
1976-10-01,78.3,93.7,201.7,94.7,37.1,56.8,76.6,90,22.7,24.7,28.3,172.1,-18.5,-12.3,-96.8,167.5
1976-11-01,118.2,113.2,140.8,98.6,39.2,44.9,37.3,34.2,23.7,31.4,26.5,129.8,-55.3,-36.9,-77,65.3
1976-12-01,127.1,115.5,68.6,135.9,63,51,45.9,58.7,20.9,32.7,24.3,121.9,-43.1,-31.8,1.5,44.7
1977-01-01,88.5,58.4,19.5,110.7,58.4,58.8,47.1,92.2,16.5,29.3,12.8,78.4,-13.6,29.7,40.3,59.9
1977-02-01,38.5,21.2,12,34.6,42.8,94.9,42.4,34.9,15.3,30.2,59.3,75.1,19.6,103.9,89.7,75.4
1977-03-01,19.6,9.7,8.6,12.7,105.7,90.1,98,80.3,36.7,106.3,197.9,424.1,122.8,186.8,287.3,491.7
1977-04-01,10.2,3.9,1.3,10.3,52.6,60.3,117.2,74.3,85.4,104.2,133,296,127.8,160.5,249,360
1977-05-01,-3.4,-3.3,2.6,-1.1,47,35.6,42.2,26.4,48.7,43.5,43.6,94,99.1,82.4,83.2,121.4
1977-06-01,-5.9,-5,29.5,17.2,84.8,63.4,87.7,70.1,32.5,22.8,15.8,43,123.2,91.1,74,96
1977-07-01,-7.1,-2.7,63.6,36.1,96.2,90.6,118.5,61.9,29.9,22.2,37,50.8,133.2,115.6,91.9,76.6
1977-08-01,9.8,19.8,109.6,65,133,130.1,151.9,138.7,25.5,23.4,39.5,86.8,148.7,133.7,81.8,160.4
1977-09-01,23,26.1,135.4,47.8,150.5,115.7,187.5,159.3,79,37.7,77.2,157.5,206.4,127.3,129.3,269
1977-10-01,65.1,66.3,200.2,75.4,59.8,64.2,52.4,90.6,76.8,65.1,46.9,249.9,71.5,63,-100.9,265.1
1977-11-01,88.4,84.2,139.5,79,72.6,96.6,99.7,129.3,63.2,74.8,62.2,238.8,47.4,87.2,22.3,289.1
1977-12-01,132,110.2,95.5,132.7,76.5,84,114.5,133.7,47.7,77.1,215.8,316.8,-7.9,51,234.8,317.8
1978-01-01,125.5,75.1,32.7,97.7,53.5,65.7,96.6,126.5,38.8,51.6,59.1,250.8,-33.2,42.2,123,279.6
1978-02-01,56.2,31.6,8.2,50.8,24.7,22.7,13.6,27.5,31.6,41,28.7,147.5,0.2,32.1,34.1,124.2
1978-03-01,32,17.9,11.8,25.6,27.6,24.8,61.1,61,32.3,64.8,289.9,250.9,27.9,71.6,339.1,286.3
1978-04-01,17.3,5.7,3.5,8.8,37.9,59.2,76.5,55,69,122.9,185.2,478.1,89.6,176.4,258.1,524.3
1978-05-01,-0.9,-4.3,-3.3,-0.7,84.6,80.3,82.2,57.1,78.7,91.7,67,186.3,164.2,176.3,152.5,244.1
1978-06-01,-3.7,-5.6,9.2,-3.4,67.9,71,76.8,41.3,64.4,42.5,28.1,61.1,136,119,95.7,105.8
1978-07-01,-5.3,-3.5,51.6,4.6,112.2,78.3,38.5,55.2,50.6,33.3,21.5,32.7,168.1,115.2,8.4,83.3
1978-08-01,0,6.6,74,28.8,103.2,91.2,72.8,157.2,42.8,29,11.8,40.5,146,113.7,10.5,168.9
1978-09-01,30,38.5,135.3,68.2,77.6,161,94.2,155.3,37.8,47.6,12.9,54.8,85.4,170,-28.2,141.9
1978-10-01,66.2,67.6,181.5,67.7,39.4,62.2,100,69.1,34.8,65.4,18,66.9,8.1,60,-63.4,68.3
1978-11-01,109.3,87.4,128.7,78.1,86.4,57.8,50.2,88.3,31.3,48.8,16.7,74.6,8.5,19.2,-61.8,84.8
1978-12-01,119.5,108.2,94.7,109.3,71.9,72.7,76.2,85.6,32.9,50.8,42,120.2,-14.7,15.3,23.5,96.4
1979-01-01,110.3,67.4,40.8,73.3,64.6,86.1,83.5,131.5,31.7,48.7,66.7,209.5,-14.1,67.4,109.5,267.6
1979-02-01,42.9,33.6,12.1,62.3,51.6,37.7,38,46.5,28.8,41,48.8,125.7,37.5,45.1,74.8,109.9
1979-03-01,28.2,13.1,10.9,25.1,107.4,82.2,65.2,53,39.1,136.9,212.3,468.1,118.3,205.9,266.6,496.1
1979-04-01,12.7,6.4,2.9,7.9,36,79.5,108.2,99.2,117.5,176.8,177.5,366.3,140.9,249.9,282.8,457.5
1979-05-01,-0.4,-3.2,5.7,-2.6,95.3,59.2,93.4,75,161,132.9,69.6,148.5,256.7,195.3,157.3,226.2
1979-06-01,-4.6,-5.8,27.5,-2.4,102.1,82.2,65,48.8,86.9,65.6,27.6,69.9,193.7,153.6,65.1,121.1
1979-07-01,-5.6,-5.5,43.5,3.3,73.5,44.4,58.5,59.8,47.4,41.6,29.8,34.7,126.4,91.5,44.8,91.2
1979-08-01,-2.3,6.9,110.5,50.4,72.9,97.4,99.9,102.9,36.1,38.3,41.3,42.1,111.3,128.7,30.7,94.6
1979-09-01,17.6,32,135.3,83,69.9,22.2,92.2,124.5,37.9,32.2,44.4,89,90.2,22.4,1.3,130.5
1979-10-01,69.9,67.9,191.6,84.2,116.7,89.6,86.1,99.3,56.2,42.4,34.2,108.2,103,64.1,-71.2,123.3
1979-11-01,87.7,72.5,124.1,57.3,51.9,72.1,111.7,66.5,60.7,71.7,71.9,162.4,25,71.3,59.5,171.6
1979-12-01,93.7,83.5,92,102.3,38.9,50.7,98.4,70,42.7,80.8,135.9,234.1,-12.1,48.1,142.3,201.8
1980-01-01,102.2,71.4,52.2,101.8,106.3,54.9,34.1,37.5,39.9,63.5,62.7,146.7,44,46.9,44.6,82.4
1980-02-01,58.6,41.9,29.7,60.3,31,28.6,31.8,30.9,36.2,41.2,39.3,54.3,8.6,27.9,41.3,24.8
1980-03-01,37.1,25,14.9,35.3,22.3,32,97.2,78.3,39,64.9,182.4,262.9,24.3,71.9,264.6,306
1980-04-01,7.1,2.2,1,5.8,33.1,77.3,83.7,86.9,82.4,124.7,139.2,342,108.5,199.8,221.8,423
1980-05-01,-0.4,-2.4,5.2,-1.5,32.2,43.2,66.5,30.4,70,72.4,47.6,117.4,102.6,118.1,108.9,149.4
1980-06-01,-2.3,-3.7,38.4,7.6,69.4,89.6,112.5,88.4,42.7,54,76.9,76.2,114.4,147.3,151,157
1980-07-01,-3.9,-3.6,48.9,14.8,65.9,71,134.8,78.1,33.4,37.6,36.3,64.4,103.1,112.2,122.2,127.6
1980-08-01,-1.6,6.4,80.3,57.5,82.5,83.4,129.5,52.3,35.6,40.1,52,52.7,119.7,117.1,101.2,47.5
1980-09-01,46.3,52.7,175.1,94.1,121.9,88.4,106.9,65.6,51.8,50.2,26.8,54,127.4,85.9,-41.4,25.5
1980-10-01,91.7,89.8,240.4,119.3,58.5,55.6,90.9,93.5,55.9,55.2,27.7,94.8,22.7,21,-121.9,69
1980-11-01,77,80.5,140.1,110.2,31.1,30.8,42.9,54.3,40.9,51.3,25.1,147,-5,1.7,-72.1,91.1
1980-12-01,144.8,107.9,84.8,101.4,46.9,62.2,59.2,58.1,34.3,57.7,47.2,182.2,-63.6,11.9,21.6,138.9
1981-01-01,87.5,49.1,31,66.1,31.6,22.5,27.5,26.4,30.9,41.1,25.9,76.4,-25,14.5,22.3,36.7
1981-02-01,44.3,26.2,12.6,36.7,56.7,55.3,89.3,77.1,32.9,82.9,182.7,315.5,45.4,112,259.4,355.9
1981-03-01,33.1,15.9,16.3,34.8,30.6,19.9,34,20.4,44.9,78.1,55.1,204.3,42.3,82.2,72.8,190
1981-04-01,13.1,4.6,0.8,13.9,54.7,86.8,123.2,53.2,102.2,115.9,101,166.5,143.7,198.1,223.4,205.8
1981-05-01,3.7,0.5,10.8,5.1,38.4,52.8,66.5,58,77.5,79.8,75.5,124.4,112.3,132.2,131.2,177.4
1981-06-01,-4.5,-4.8,25.6,-5.3,117.3,77.5,133.8,66.7,70.9,54.1,151.7,81.5,192.7,136.4,260,153.5
1981-07-01,-3.6,2.7,69.9,2,30,41.5,108.9,77.8,45,38.5,34,64.4,78.5,77.3,72.9,140.2
1981-08-01,0.2,11.3,98.8,24.8,50.8,89,89,95.4,32,29.7,24.6,87.2,82.6,107.3,14.8,157.7
1981-09-01,57.4,61,183.6,87.8,45.2,91.7,143.6,132.9,25.7,47.3,85.7,149.3,13.6,78,45.7,194.3
1981-10-01,67.8,71.6,185.9,73.2,87.9,83,91.1,100.8,32.7,72.3,84.3,194,52.7,83.7,-10.6,221.6
1981-11-01,72.8,71.1,131.3,68.9,28.3,40.7,48.7,49.9,23.1,53.7,57,231.3,-21.4,23.3,-25.6,212.3
1981-12-01,103.1,98.3,97,94.9,70.8,38.7,68.4,42.8,21.4,52.8,72.7,144.7,-11,-6.8,44.1,92.6
1982-01-01,126.3,94,49.8,108.1,117,70,83.1,65.3,20.7,47.6,88.9,123.7,11.5,23.7,122.2,81
1982-02-01,49.2,26.7,12.1,44.4,28.3,18.5,41.3,29,17.7,38.7,106.5,91.5,-3.2,30.5,135.7,76
1982-03-01,34.2,18.9,13.2,26.2,43.6,58.1,85.3,48.3,21,98.9,316.1,281.1,30.4,138.1,388.2,303.3
1982-04-01,23.5,12.4,13.1,25,56.3,48.4,49.3,36.6,83.9,146.6,138.9,380.7,116.7,182.6,175.1,392.2
1982-05-01,-1.4,-4.5,-3.4,-2.8,67.4,54.2,73.7,59.5,116.7,75.5,51.2,114,185.6,134.1,128.2,176.3
1982-06-01,-0.9,-3.9,24.2,-3.5,41.4,61.6,112.6,88.2,38,47.7,58.2,145.3,80.3,113.2,146.6,236.9
1982-07-01,-4.2,-5.2,50.7,5.8,114.5,69.2,56.6,34,54.1,39.9,36.8,63,172.8,114.3,42.6,91.3
1982-08-01,11.7,19.3,125.3,69.5,79.2,70.3,64.7,59.5,32.8,28.6,14.1,44.2,100.3,79.5,-46.5,34.1
1982-09-01,36.5,31.4,119.9,46.9,85.2,80.5,100.2,66.1,33.4,33.7,16.5,58.5,82,82.8,-3.2,77.6
1982-10-01,49.7,52.1,166.1,73,108.4,59.3,45.1,31,81.3,53.1,15.4,81.1,140,60.3,-105.5,39.1
1982-11-01,89.5,79.3,143.3,81.1,63.9,93.4,159.2,109.5,78.8,81.5,93.8,178.7,53.2,95.6,109.7,207.2
1982-12-01,95.2,81.2,94.2,82.3,65.3,89.9,95.8,71.9,57.9,113.9,164.6,237.5,28,122.7,166.2,227.2
1983-01-01,83.3,67.5,60,93.3,40.7,39.6,29.6,30,42.9,77.9,47.3,161,0.3,50,16.9,97.6
1983-02-01,48,33.3,31.9,45.2,19.3,33.7,27,33.3,33.5,63.4,58.7,141,4.8,63.7,53.7,129.1
1983-03-01,55.2,35.1,27.9,43.2,48.9,60.3,61.9,52.5,50.9,88.6,72.9,159.9,44.6,113.9,106.9,169.2
1983-04-01,24.5,15.3,23.7,15,40.5,68.3,95.5,90.1,76.6,112.9,133.9,274,92.7,165.8,205.7,349.1
1983-05-01,9.6,3.2,32.4,11.7,86.6,129.6,107.3,96,100.6,128.9,137,299.8,177.5,255.3,211.9,384.1
1983-06-01,-1.5,-0.4,31.7,14.5,47.8,43.6,83,49.1,69,85.4,37.7,79.6,118.3,129.4,89,114.2
1983-07-01,-0.7,4.7,72.5,37.3,55.7,48.3,118.2,56.5,43,31.9,37.5,32.9,99.4,75.5,83.3,52.1
1983-08-01,7.9,24.3,113.5,59.6,92.2,71.5,88.4,75,27.6,26.6,25.7,44.1,111.9,73.9,0.6,59.5
1983-09-01,66.5,70.4,196.1,91.7,106.6,99.1,79.3,47.3,28.6,32,16.4,34.5,68.8,60.8,-100.4,-9.9
1983-10-01,77.8,74.1,200.6,98.8,94.2,86.2,93,86.6,64.6,52.5,28.1,47.9,81,64.6,-79.5,35.7
1983-11-01,117.7,102.7,138.2,87.9,81.4,67.2,116.1,90.8,54.4,53.9,113.1,125.3,18.1,18.4,91,128.2
1983-12-01,156.1,147.2,122.1,148.4,82.9,77.3,105.2,100.3,45.1,67.8,144.2,260.6,-28.1,-2.1,127.3,212.6
1984-01-01,92.1,62.2,28,81,46.2,34.5,35.9,35.2,36.7,48.7,34.2,103.2,-9.2,21,42,57.4
1984-02-01,43.2,20.7,14.8,33.7,26.1,30.7,68.9,58.3,36.8,92.2,172.1,286.8,19.7,102.2,226.3,311.5
1984-03-01,60.4,32.9,23.8,53,36.3,49.1,65.8,34.3,35.7,82.8,183.4,240.6,11.7,99,225.4,221.9
